axialtime,axialaccel,bILBA,timptime,temp,bILBA,agltime,agl,bILBA
33.1937,-0.38,b1111,,,,,,
33.1963,-0.46,b1111,,,,,,
33.1987,-0.46,b1111,,,,,,
33.2012,-0.38,b1111,,,,,,
33.2038,-0.38,b1111,,,,,,
33.2062,-0.38,b1111,,,,,,
33.2088,-0.38,b1111,,,,,,
33.2113,-0.3,b1111,,,,,,
33.2137,-0.38,b1111,,,,,,
33.2163,-0.38,b1111,,,,,,
33.2188,-0.3,b1111,,,,,,
33.2212,-0.21,b1111,,,,,,
33.2238,-0.38,b1111,,,,,,
33.2262,-0.38,b1111,,,,,,
33.2287,-0.38,b1111,,,,,,
33.2313,-0.38,b1111,,,,,,
33.2337,-0.38,b1111,,,,,,
33.2363,-0.46,b1111,,,,,,
33.2388,-0.46,b1111,,,,,,
33.2412,-0.38,b1111,,,,,,
33.2438,-0.46,b1111,,,,,,
33.2463,-0.38,b1111,,,,,,
33.2487,-0.38,b1111,,,,,,
33.2513,-0.46,b1111,,,,,,
33.2537,-0.46,b1111,,,,,,
33.2562,-0.46,b1111,,,,,,
33.2588,-0.46,b1111,,,,,,
33.2612,-0.38,b1111,,,,,,
33.2637,-0.38,b1111,,,,,,
33.2663,-0.46,b1111,,,,,,
33.2687,-0.46,b1111,,,,,,
33.2713,-0.38,b1111,,,,,,
33.2738,-0.55,b1111,,,,,,
33.2762,-0.46,b1111,,,,,,
33.2788,-0.63,b1111,,,,,,
33.2813,-0.46,b1111,,,,,,
33.2837,-0.46,b1111,,,,,,
33.2863,-0.55,b1111,,,,,,
33.2887,-0.55,b1111,,,,,,
33.2912,-0.55,b1111,,,,,,
33.2938,-0.46,b1111,,,,,,
33.2962,-0.46,b1111,,,,,,
33.2988,-0.38,b1111,,,,,,
33.3013,-0.46,b1111,,,,,,
33.3037,-0.55,b1111,,,,,,
33.3063,-0.55,b1111,,,,,,
33.3088,-0.38,b1111,,,,,,
33.3112,-0.38,b1111,,,,,,
33.3138,-0.38,b1111,,,,,,
33.3162,-0.38,b1111,,,,,,
33.3187,-0.38,b1111,,,,,,
33.3213,-0.38,b1111,,,,,,
33.3237,-0.38,b1111,,,,,,
33.3262,-0.38,b1111,,,,,,
33.3288,-0.38,b1111,,,,,,
33.3312,-0.38,b1111,,,,,,
33.3338,-0.3,b1111,,,,,,
33.3363,-0.3,b1111,,,,,,
33.3387,-0.38,b1111,,,,,,
33.3413,-0.38,b1111,,,,,,
33.3438,-0.38,b1111,,,,,,
33.3462,-0.38,b1111,,,,,,
33.3488,-0.55,b1111,,,,,,
33.3512,-0.46,b1111,,,,,,
33.3537,-0.38,b1111,,,,,,
33.3563,-0.38,b1111,,,,,,
33.3587,-0.63,b1111,,,,,,
33.3613,-0.72,b1111,,,,,,
33.3638,-0.55,b1111,,,,,,
33.3662,-0.46,b1111,,,,,,
33.3688,-0.46,b1111,,,,,,
33.3713,-0.46,b1111,,,,,,
33.3737,-0.46,b1111,,,,,,
33.3763,-0.38,b1111,,,,,,
33.3787,-0.46,b1111,,,,,,
33.3812,-0.38,b1111,,,,,,
33.3838,-0.38,b1111,,,,,,
33.3862,-0.38,b1111,,,,,,
33.3887,-0.38,b1111,,,,,,
33.3913,-0.46,b1111,,,,,,
33.3937,-0.38,b1111,,,,,,
33.3963,-0.38,b1111,,,,,,
33.3988,-0.38,b1111,,,,,,
33.4012,-0.38,b1111,,,,,,
33.4038,-0.46,b1111,,,,,,
33.4063,-0.38,b1111,,,,,,
33.4087,-0.38,b1111,,,,,,
33.4113,-0.38,b1111,,,,,,
33.4137,-0.46,b1111,,,,,,
33.4162,-0.63,b1111,,,,,,
33.4188,-0.46,b1111,,,,,,
33.4212,-0.46,b1111,,,,,,
33.4238,-0.38,b1111,,,,,,
33.4263,-0.38,b1111,,,,,,
33.4287,-0.3,b1111,,,,,,
33.4313,-0.38,b1111,,,,,,
33.4338,-0.3,b1111,,,,,,
33.4362,-0.3,b1111,,,,,,
33.4388,-0.38,b1111,,,,,,
33.4412,-0.38,b1111,,,,,,
33.4437,-0.38,b1111,,,,,,
33.4463,-0.38,b1111,,,,,,
33.4487,-0.38,b1111,,,,,,
33.4512,-0.38,b1111,,,,,,
33.4538,-0.38,b1111,,,,,,
33.4562,-0.38,b1111,,,,,,
33.4588,-0.38,b1111,,,,,,
33.4613,-0.3,b1111,,,,,,
33.4637,-0.38,b1111,,,,,,
33.4663,-0.38,b1111,,,,,,
33.4688,-0.38,b1111,,,,,,
33.4712,-0.3,b1111,,,,,,
33.4738,-0.38,b1111,,,,,,
33.4762,-0.3,b1111,,,,,,
33.4787,-0.3,b1111,,,,,,
33.4813,-0.3,b1111,,,,,,
33.4837,-0.21,b1111,,,,,,
33.4863,-0.21,b1111,,,,,,
33.4888,-0.21,b1111,,,,,,
33.4912,-0.21,b1111,,,,,,
33.4938,-0.21,b1111,,,,,,
33.4963,-0.21,b1111,,,,,,
33.4987,-0.3,b1111,,,,,,
33.5013,-0.21,b1111,,,,,,
33.5037,-0.21,b1111,,,,,,
33.5062,-0.21,b1111,,,,,,
33.5088,-0.13,b1111,,,,,,
33.5112,-0.3,b1111,,,,,,
33.5137,-0.3,b1111,,,,,,
33.5163,-0.3,b1111,,,,,,
33.5187,-0.3,b1111,,,,,,
33.5213,-0.38,b1111,,,,,,
33.5238,-0.38,b1111,,,,,,
33.5262,-0.38,b1111,,,,,,
33.5288,-0.38,b1111,,,,,,
33.5313,-0.46,b1111,,,,,,
33.5337,-0.38,b1111,,,,,,
33.5363,-0.46,b1111,,,,,,
33.5387,-0.38,b1111,,,,,,
33.5412,-0.46,b1111,,,,,,
33.5438,-0.38,b1111,,,,,,
33.5462,-0.38,b1111,,,,,,
33.5488,-0.38,b1111,,,,,,
33.5513,-0.3,b1111,,,,,,
33.5537,-0.3,b1111,,,,,,
33.5563,-0.3,b1111,,,,,,
33.5588,-0.3,b1111,,,,,,
33.5612,-0.21,b1111,,,,,,
33.5638,-0.21,b1111,,,,,,
33.5662,-0.3,b1111,,,,,,
33.5687,-0.3,b1111,,,,,,
33.5713,-0.38,b1111,,,,,,
33.5737,-0.38,b1111,,,,,,
33.5762,-0.38,b1111,,,,,,
33.5788,-0.38,b1111,,,,,,
33.5812,-0.38,b1111,,,,,,
33.5838,-0.38,b1111,,,,,,
33.5863,-0.38,b1111,,,,,,
33.5887,-0.21,b1111,,,,,,
33.5913,-0.3,b1111,,,,,,
33.5938,-0.3,b1111,,,,,,
33.5962,-0.38,b1111,,,,,,
33.5988,-0.38,b1111,,,,,,
33.6012,-0.21,b1111,,,,,,
33.6037,-0.3,b1111,,,,,,
33.6063,-0.38,b1111,,,,,,
33.6087,-0.38,b1111,,,,,,
33.6113,-0.3,b1111,,,,,,
33.6138,-0.21,b1111,,,,,,
33.6162,-0.21,b1111,,,,,,
33.6188,-0.38,b1111,,,,,,
33.6213,-0.3,b1111,,,,,,
33.6237,-0.38,b1111,,,,,,
33.6263,-0.38,b1111,,,,,,
33.6287,-0.38,b1111,,,,,,
33.6312,-0.38,b1111,,,,,,
33.6338,-0.21,b1111,,,,,,
33.6362,-0.21,b1111,,,,,,
33.6387,-0.21,b1111,,,,,,
33.6413,-0.21,b1111,,,,,,
33.6437,-0.21,b1111,,,,,,
33.6463,-0.21,b1111,,,,,,
33.6488,-0.13,b1111,,,,,,
33.6512,-0.13,b1111,,,,,,
33.6538,-0.13,b1111,,,,,,
33.6563,-0.21,b1111,,,,,,
33.6587,-0.21,b1111,,,,,,
33.6613,-0.21,b1111,,,,,,
33.6637,-0.21,b1111,,,,,,
33.6662,-0.3,b1111,,,,,,
33.6688,-0.3,b1111,,,,,,
33.6712,-0.21,b1111,,,,,,
33.6738,-0.21,b1111,,,,,,
33.6763,-0.21,b1111,,,,,,
33.6787,-0.3,b1111,,,,,,
33.6813,-0.21,b1111,,,,,,
33.6838,-0.21,b1111,,,,,,
33.6862,-0.21,b1111,,,,,,
33.6888,-0.13,b1111,,,,,,
33.6912,-0.21,b1111,,,,,,
33.6937,-0.3,b1111,,,,,,
33.6963,-0.21,b1111,,,,,,
33.6987,-0.3,b1111,,,,,,
33.7012,-0.3,b1111,,,,,,
33.7038,-0.3,b1111,,,,,,
33.7062,-0.3,b1111,,,,,,
33.7088,-0.3,b1111,,,,,,
33.7113,-0.21,b1111,,,,,,
33.7137,-0.21,b1111,,,,,,
33.7163,-0.21,b1111,,,,,,
33.7188,-0.21,b1111,,,,,,
33.7212,-0.13,b1111,,,,,,
33.7238,-0.0400001,b1111,,,,,,
33.7262,-0.13,b1111,,,,,,
33.7287,-0.13,b1111,,,,,,
33.7313,-0.13,b1111,,,,,,
33.7337,-0.13,b1111,,,,,,
33.7363,-0.13,b1111,,,,,,
33.7388,-0.21,b1111,,,,,,
33.7412,-0.21,b1111,,,,,,
33.7438,-0.13,b1111,,,,,,
33.7463,-0.21,b1111,,,,,,
33.7487,-0.13,b1111,,,,,,
33.7513,-0.13,b1111,,,,,,
33.7537,-0.21,b1111,,,,,,
33.7562,-0.21,b1111,,,,,,
33.7588,-0.21,b1111,,,,,,
33.7612,-0.21,b1111,,,,,,
33.7637,-0.21,b1111,,,,,,
33.7663,-0.3,b1111,,,,,,
33.7687,-0.21,b1111,,,,,,
33.7713,-0.21,b1111,,,,,,
33.7738,-0.13,b1111,,,,,,
33.7762,-0.21,b1111,,,,,,
33.7788,-0.21,b1111,,,,,,
33.7813,-0.3,b1111,,,,,,
33.7837,-0.21,b1111,,,,,,
33.7863,-0.21,b1111,,,,,,
33.7887,-0.13,b1111,,,,,,
33.7912,-0.21,b1111,,,,,,
33.7938,-0.13,b1111,,,,,,
33.7962,-0.13,b1111,,,,,,
33.7988,-0.21,b1111,,,,,,
33.8013,-0.21,b1111,,,,,,
33.8037,-0.13,b1111,,,,,,
33.8063,-0.13,b1111,,,,,,
33.8088,-0.21,b1111,,,,,,
33.8112,-0.0400001,b1111,,,,,,
33.8138,-0.13,b1111,,,,,,
33.8162,-0.21,b1111,,,,,,
33.8187,-0.21,b1111,,,,,,
33.8213,-0.21,b1111,,,,,,
33.8237,-0.13,b1111,,,,,,
33.8262,-0.21,b1111,,,,,,
33.8288,-0.21,b1111,,,,,,
33.8312,-0.13,b1111,,,,,,
33.8338,-0.13,b1111,,,,,,
33.8363,-0.21,b1111,,,,,,
33.8387,-0.21,b1111,,,,,,
33.8413,-0.3,b1111,,,,,,
33.8438,-0.21,b1111,,,,,,
33.8462,-0.21,b1111,,,,,,
33.8488,-0.21,b1111,,,,,,
33.8512,-0.21,b1111,,,,,,
33.8537,-0.21,b1111,,,,,,
33.8563,-0.3,b1111,,,,,,
33.8587,-0.3,b1111,,,,,,
33.8613,-0.21,b1111,,,,,,
33.8638,-0.21,b1111,,,,,,
33.8662,-0.3,b1111,,,,,,
33.8688,-0.21,b1111,,,,,,
33.8713,-0.21,b1111,,,,,,
33.8737,-0.21,b1111,,,,,,
33.8763,-0.21,b1111,,,,,,
33.8787,-0.13,b1111,,,,,,
33.8812,-0.13,b1111,,,,,,
33.8838,-0.21,b1111,,,,,,
33.8862,-0.21,b1111,,,,,,
33.8887,-0.0400001,b1111,,,,,,
33.8913,-0.21,b1111,,,,,,
33.8937,-0.21,b1111,,,,,,
33.8963,-0.21,b1111,,,,,,
33.8988,-0.0400001,b1111,,,,,,
33.9012,-0.21,b1111,,,,,,
33.9038,-0.21,b1111,,,,,,
33.9063,-0.21,b1111,,,,,,
33.9087,-0.13,b1111,,,,,,
33.9113,-0.21,b1111,,,,,,
33.9137,-0.21,b1111,,,,,,
33.9162,-0.3,b1111,,,,,,
33.9188,-0.3,b1111,,,,,,
33.9212,-0.3,b1111,,,,,,
33.9238,-0.3,b1111,,,,,,
33.9263,-0.38,b1111,,,,,,
33.9287,-0.38,b1111,,,,,,
33.9313,-0.38,b1111,,,,,,
33.9338,-0.3,b1111,,,,,,
33.9362,-0.38,b1111,,,,,,
33.9388,-0.3,b1111,,,,,,
33.9412,-0.3,b1111,,,,,,
33.9437,-0.38,b1111,,,,,,
33.9463,-0.3,b1111,,,,,,
33.9487,-0.13,b1111,,,,,,
33.9512,-0.3,b1111,,,,,,
33.9538,-0.3,b1111,,,,,,
33.9562,-0.21,b1111,,,,,,
33.9588,-0.3,b1111,,,,,,
33.9613,-0.3,b1111,,,,,,
33.9637,-0.38,b1111,,,,,,
33.9663,-0.38,b1111,,,,,,
33.9688,-0.38,b1111,,,,,,
33.9712,-0.38,b1111,,,,,,
33.9738,-0.38,b1111,,,,,,
33.9762,-0.46,b1111,,,,,,
33.9787,-0.38,b1111,,,,,,
33.9813,-0.38,b1111,,,,,,
33.9837,-0.38,b1111,,,,,,
33.9863,-0.38,b1111,,,,,,
33.9888,-0.38,b1111,,,,,,
33.9912,-0.21,b1111,,,,,,
33.9938,-0.3,b1111,,,,,,
33.9963,-0.13,b1111,,,,,,
33.9987,-0.21,b1111,,,,,,
34.0013,-0.21,b1111,,,,,,
34.0037,-0.21,b1111,,,,,,
34.0062,-0.13,b1111,,,,,,
34.0088,-0.13,b1111,,,,,,
34.0112,-0.21,b1111,,,,,,
34.0137,-0.13,b1111,,,,,,
34.0163,-0.21,b1111,,,,,,
34.0187,-0.21,b1111,,,,,,
34.0213,-0.21,b1111,,,,,,
34.0238,-0.13,b1111,,,,,,
34.0262,-0.3,b1111,,,,,,
34.0288,-0.13,b1111,,,,,,
34.0313,-0.13,b1111,,,,,,
34.0337,-0.21,b1111,,,,,,
34.0363,-0.21,b1111,,,,,,
34.0387,-0.21,b1111,,,,,,
34.0412,-0.21,b1111,,,,,,
34.0438,-0.21,b1111,,,,,,
34.0462,-0.21,b1111,,,,,,
34.0488,-0.0400001,b1111,,,,,,
34.0513,-0.21,b1111,,,,,,
34.0537,-0.38,b1111,,,,,,
34.0563,-0.13,b1111,,,,,,
34.0588,-0.21,b1111,,,,,,
34.0612,-0.3,b1111,,,,,,
34.0638,-0.21,b1111,,,,,,
34.0662,-0.3,b1111,,,,,,
34.0687,-0.38,b1111,,,,,,
34.0713,-0.3,b1111,,,,,,
34.0737,-0.38,b1111,,,,,,
34.0762,-0.38,b1111,,,,,,
34.0788,-0.38,b1111,,,,,,
34.0812,-0.3,b1111,,,,,,
34.0838,-0.3,b1111,,,,,,
34.0863,-0.3,b1111,,,,,,
34.0887,-0.21,b1111,,,,,,
34.0913,-0.21,b1111,,,,,,
34.0938,-0.21,b1111,,,,,,
34.0962,-0.21,b1111,,,,,,
34.0988,-0.21,b1111,,,,,,
34.1012,-0.21,b1111,,,,,,
34.1037,-0.13,b1111,,,,,,
34.1063,-0.3,b1111,,,,,,
34.1087,-0.3,b1111,,,,,,
34.1113,-0.21,b1111,,,,,,
34.1138,-0.13,b1111,,,,,,
34.1162,-0.21,b1111,,,,,,
34.1188,-0.21,b1111,,,,,,
34.1213,-0.21,b1111,,,,,,
34.1237,-0.21,b1111,,,,,,
34.1263,-0.13,b1111,,,,,,
34.1287,-0.21,b1111,,,,,,
34.1312,-0.21,b1111,,,,,,
34.1338,-0.21,b1111,,,,,,
34.1362,-0.21,b1111,,,,,,
34.1387,-0.21,b1111,,,,,,
34.1413,-0.21,b1111,,,,,,
34.1437,-0.0400001,b1111,,,,,,
34.1463,-0.0400001,b1111,,,,,,
34.1488,-0.3,b1111,,,,,,
34.1512,-0.3,b1111,,,,,,
34.1538,-0.21,b1111,,,,,,
34.1563,-0.21,b1111,,,,,,
34.1587,-0.3,b1111,,,,,,
34.1613,-0.3,b1111,,,,,,
34.1637,-0.21,b1111,,,,,,
34.1662,-0.21,b1111,,,,,,
34.1688,-0.13,b1111,,,,,,
34.1712,-0.13,b1111,,,,,,
34.1738,-0.13,b1111,,,,,,
34.1763,-0.13,b1111,,,,,,
34.1787,-0.13,b1111,,,,,,
34.1813,-0.3,b1111,,,,,,
34.1838,-0.13,b1111,,,,,,
34.1862,-0.13,b1111,,,,,,
34.1888,-0.13,b1111,,,,,,
34.1912,-0.13,b1111,,,,,,
34.1937,-0.21,b1111,,,,,,
34.1963,-0.21,b1111,,,,,,
34.1987,-0.21,b1111,,,,,,
34.2012,-0.21,b1111,,,,,,
34.2038,-0.21,b1111,,,,,,
34.2062,-0.21,b1111,,,,,,
34.2088,-0.21,b1111,,,,,,
34.2113,-0.13,b1111,,,,,,
34.2137,-0.21,b1111,,,,,,
34.2163,-0.21,b1111,,,,,,
34.2188,-0.21,b1111,,,,,,
34.2212,-0.21,b1111,,,,,,
34.2238,-0.21,b1111,,,,,,
34.2262,-0.3,b1111,,,,,,
34.2287,-0.21,b1111,,,,,,
34.2313,-0.3,b1111,,,,,,
34.2337,-0.21,b1111,,,,,,
34.2363,-0.21,b1111,,,,,,
34.2388,-0.3,b1111,,,,,,
34.2412,-0.3,b1111,,,,,,
34.2438,-0.3,b1111,,,,,,
34.2463,-0.21,b1111,,,,,,
34.2487,-0.3,b1111,,,,,,
34.2513,-0.3,b1111,,,,,,
34.2537,-0.3,b1111,,,,,,
34.2562,-0.3,b1111,,,,,,
34.2588,-0.3,b1111,,,,,,
34.2612,-0.3,b1111,,,,,,
34.2637,-0.3,b1111,,,,,,
34.2663,-0.21,b1111,,,,,,
34.2687,-0.38,b1111,,,,,,
34.2713,-0.3,b1111,,,,,,
34.2738,-0.38,b1111,,,,,,
34.2762,-0.3,b1111,,,,,,
34.2788,-0.3,b1111,,,,,,
34.2813,-0.38,b1111,,,,,,
34.2837,-0.3,b1111,,,,,,
34.2863,-0.3,b1111,,,,,,
34.2887,-0.21,b1111,,,,,,
34.2912,-0.38,b1111,,,,,,
34.2938,-0.38,b1111,,,,,,
34.2962,-0.38,b1111,,,,,,
34.2988,-0.38,b1111,,,,,,
34.3013,-0.38,b1111,,,,,,
34.3037,-0.38,b1111,,,,,,
34.3063,-0.38,b1111,,,,,,
34.3088,-0.38,b1111,,,,,,
34.3112,-0.38,b1111,,,,,,
34.3138,-0.38,b1111,,,,,,
34.3162,-0.38,b1111,,,,,,
34.3187,-0.38,b1111,,,,,,
34.3213,-0.38,b1111,,,,,,
34.3237,-0.38,b1111,,,,,,
34.3262,-0.38,b1111,,,,,,
34.3288,-0.38,b1111,,,,,,
34.3312,-0.38,b1111,,,,,,
34.3338,-0.38,b1111,,,,,,
34.3363,-0.3,b1111,,,,,,
34.3387,-0.3,b1111,,,,,,
34.3413,-0.3,b1111,,,,,,
34.3438,-0.38,b1111,,,,,,
34.3462,-0.3,b1111,,,,,,
34.3488,-0.3,b1111,,,,,,
34.3512,-0.3,b1111,,,,,,
34.3537,-0.21,b1111,,,,,,
34.3563,-0.3,b1111,,,,,,
34.3587,-0.21,b1111,,,,,,
34.3613,-0.21,b1111,,,,,,
34.3638,-0.3,b1111,,,,,,
34.3662,-0.3,b1111,,,,,,
34.3688,-0.38,b1111,,,,,,
34.3713,-0.21,b1111,,,,,,
34.3737,-0.38,b1111,,,,,,
34.3763,-0.46,b1111,,,,,,
34.3787,-0.3,b1111,,,,,,
34.3812,-0.38,b1111,,,,,,
34.3838,-0.38,b1111,,,,,,
34.3862,-0.38,b1111,,,,,,
34.3887,-0.38,b1111,,,,,,
34.3913,-0.3,b1111,,,,,,
34.3937,-0.38,b1111,,,,,,
34.3963,-0.38,b1111,,,,,,
34.3988,-0.38,b1111,,,,,,
34.4012,-0.38,b1111,,,,,,
34.4038,-0.38,b1111,,,,,,
34.4063,-0.38,b1111,,,,,,
34.4087,-0.38,b1111,,,,,,
34.4113,-0.38,b1111,,,,,,
34.4137,-0.38,b1111,,,,,,
34.4162,-0.38,b1111,,,,,,
34.4188,-0.46,b1111,,,,,,
34.4212,-0.38,b1111,,,,,,
34.4238,-0.38,b1111,,,,,,
34.4263,-0.38,b1111,,,,,,
34.4287,-0.38,b1111,,,,,,
34.4313,-0.38,b1111,,,,,,
34.4338,-0.38,b1111,,,,,,
34.4362,-0.38,b1111,,,,,,
34.4388,-0.38,b1111,,,,,,
34.4412,-0.38,b1111,,,,,,
34.4437,-0.38,b1111,,,,,,
34.4463,-0.38,b1111,,,,,,
34.4487,-0.38,b1111,,,,,,
34.4512,-0.38,b1111,,,,,,
34.4538,-0.38,b1111,,,,,,
34.4562,-0.46,b1111,,,,,,
34.4588,-0.38,b1111,,,,,,
34.4613,-0.46,b1111,,,,,,
34.4637,-0.38,b1111,,,,,,
34.4663,-0.38,b1111,,,,,,
34.4688,-0.38,b1111,,,,,,
34.4712,-0.38,b1111,,,,,,
34.4738,-0.38,b1111,,,,,,
34.4762,-0.3,b1111,,,,,,
34.4787,-0.3,b1111,,,,,,
34.4813,-0.3,b1111,,,,,,
34.4837,-0.38,b1111,,,,,,
34.4863,-0.38,b1111,,,,,,
34.4888,-0.3,b1111,,,,,,
34.4912,-0.38,b1111,,,,,,
34.4938,-0.3,b1111,,,,,,
34.4963,-0.38,b1111,,,,,,
34.4987,-0.38,b1111,,,,,,
34.5013,-0.38,b1111,,,,,,
34.5037,-0.38,b1111,,,,,,
34.5062,-0.38,b1111,,,,,,
34.5088,-0.38,b1111,,,,,,
34.5112,-0.38,b1111,,,,,,
34.5137,-0.38,b1111,,,,,,
34.5163,-0.3,b1111,,,,,,
34.5187,-0.38,b1111,,,,,,
34.5213,-0.38,b1111,,,,,,
34.5238,-0.38,b1111,,,,,,
34.5262,-0.38,b1111,,,,,,
34.5288,-0.38,b1111,,,,,,
34.5313,-0.38,b1111,,,,,,
34.5337,-0.38,b1111,,,,,,
34.5363,-0.38,b1111,,,,,,
34.5387,-0.38,b1111,,,,,,
34.5412,-0.38,b1111,,,,,,
34.5438,-0.38,b1111,,,,,,
34.5462,-0.38,b1111,,,,,,
34.5488,-0.38,b1111,,,,,,
34.5513,-0.38,b1111,,,,,,
34.5537,-0.46,b1111,,,,,,
34.5563,-0.38,b1111,,,,,,
34.5588,-0.38,b1111,,,,,,
34.5612,-0.3,b1111,,,,,,
34.5638,-0.38,b1111,,,,,,
34.5662,-0.38,b1111,,,,,,
34.5687,-0.38,b1111,,,,,,
34.5713,-0.38,b1111,,,,,,
34.5737,-0.38,b1111,,,,,,
34.5762,-0.38,b1111,,,,,,
34.5788,-0.38,b1111,,,,,,
34.5812,-0.3,b1111,,,,,,
34.5838,-0.38,b1111,,,,,,
34.5863,-0.38,b1111,,,,,,
34.5887,-0.38,b1111,,,,,,
34.5913,-0.38,b1111,,,,,,
34.5938,-0.38,b1111,,,,,,
34.5962,-0.38,b1111,,,,,,
34.5988,-0.38,b1111,,,,,,
34.6012,-0.38,b1111,,,,,,
34.6037,-0.38,b1111,,,,,,
34.6063,-0.38,b1111,,,,,,
34.6087,-0.38,b1111,,,,,,
34.6113,-0.38,b1111,,,,,,
34.6138,-0.38,b1111,,,,,,
34.6162,-0.38,b1111,,,,,,
34.6188,-0.38,b1111,,,,,,
34.6213,-0.46,b1111,,,,,,
34.6237,-0.38,b1111,,,,,,
34.6263,-0.38,b1111,,,,,,
34.6287,-0.38,b1111,,,,,,
34.6312,-0.38,b1111,,,,,,
34.6338,-0.38,b1111,,,,,,
34.6362,-0.38,b1111,,,,,,
34.6387,-0.38,b1111,,,,,,
34.6413,-0.46,b1111,,,,,,
34.6437,-0.38,b1111,,,,,,
34.6463,-0.38,b1111,,,,,,
34.6488,-0.38,b1111,,,,,,
34.6512,-0.38,b1111,,,,,,
34.6538,-0.38,b1111,,,,,,
34.6563,-0.38,b1111,,,,,,
34.6587,-0.46,b1111,,,,,,
34.6613,-0.38,b1111,,,,,,
34.6637,-0.38,b1111,,,,,,
34.6662,-0.55,b1111,,,,,,
34.6688,-0.38,b1111,,,,,,
34.6712,-0.55,b1111,,,,,,
34.6738,-0.38,b1111,,,,,,
34.6763,-0.46,b1111,,,,,,
34.6787,-0.46,b1111,,,,,,
34.6813,-0.46,b1111,,,,,,
34.6838,-0.55,b1111,,,,,,
34.6862,-0.55,b1111,,,,,,
34.6888,-0.46,b1111,,,,,,
34.6912,-0.46,b1111,,,,,,
34.6937,-0.46,b1111,,,,,,
34.6963,-0.55,b1111,,,,,,
34.6987,-0.55,b1111,,,,,,
34.7012,-0.55,b1111,,,,,,
34.7038,-0.63,b1111,,,,,,
34.7062,-0.55,b1111,,,,,,
34.7088,-0.46,b1111,,,,,,
34.7113,-0.55,b1111,,,,,,
34.7137,-0.46,b1111,,,,,,
34.7163,-0.38,b1111,,,,,,
34.7188,-0.38,b1111,,,,,,
34.7212,-0.46,b1111,,,,,,
34.7238,-0.21,b1111,,,,,,
34.7262,-0.38,b1111,,,,,,
34.7287,-0.38,b1111,,,,,,
34.7313,-0.38,b1111,,,,,,
34.7337,-0.38,b1111,,,,,,
34.7363,-0.46,b1111,,,,,,
34.7388,-0.3,b1111,,,,,,
34.7412,-0.38,b1111,,,,,,
34.7438,-0.3,b1111,,,,,,
34.7463,-0.38,b1111,,,,,,
34.7487,-0.38,b1111,,,,,,
34.7513,-0.3,b1111,,,,,,
34.7537,-0.3,b1111,,,,,,
34.7562,-0.3,b1111,,,,,,
34.7588,-0.3,b1111,,,,,,
34.7612,-0.3,b1111,,,,,,
34.7637,-0.21,b1111,,,,,,
34.7663,-0.21,b1111,,,,,,
34.7687,-0.38,b1111,,,,,,
34.7713,-0.38,b1111,,,,,,
34.7738,-0.21,b1111,,,,,,
34.7762,-0.3,b1111,,,,,,
34.7788,-0.3,b1111,,,,,,
34.7813,-0.38,b1111,,,,,,
34.7837,-0.3,b1111,,,,,,
34.7863,-0.38,b1111,,,,,,
34.7887,-0.38,b1111,,,,,,
34.7912,-0.38,b1111,,,,,,
34.7938,-0.38,b1111,,,,,,
34.7962,-0.38,b1111,,,,,,
34.7988,-0.46,b1111,,,,,,
34.8013,-0.3,b1111,,,,,,
34.8037,-0.38,b1111,,,,,,
34.8063,-0.38,b1111,,,,,,
34.8088,-0.3,b1111,,,,,,
34.8112,-0.38,b1111,,,,,,
34.8138,-0.3,b1111,,,,,,
34.8162,-0.3,b1111,,,,,,
34.8187,-0.38,b1111,,,,,,
34.8213,-0.38,b1111,,,,,,
34.8237,-0.3,b1111,,,,,,
34.8262,-0.21,b1111,,,,,,
34.8288,-0.38,b1111,,,,,,
34.8312,-0.38,b1111,,,,,,
34.8338,-0.38,b1111,,,,,,
34.8363,-0.38,b1111,,,,,,
34.8387,-0.38,b1111,,,,,,
34.8413,-0.38,b1111,,,,,,
34.8438,-0.46,b1111,,,,,,
34.8462,-0.38,b1111,,,,,,
34.8488,-0.38,b1111,,,,,,
34.8512,-0.38,b1111,,,,,,
34.8537,-0.3,b1111,,,,,,
34.8563,-0.38,b1111,,,,,,
34.8587,-0.3,b1111,,,,,,
34.8613,-0.38,b1111,,,,,,
34.8638,-0.38,b1111,,,,,,
34.8662,-0.38,b1111,,,,,,
34.8688,-0.38,b1111,,,,,,
34.8713,-0.38,b1111,,,,,,
34.8737,-0.38,b1111,,,,,,
34.8763,-0.38,b1111,,,,,,
34.8787,-0.38,b1111,,,,,,
34.8812,-0.38,b1111,,,,,,
34.8838,-0.38,b1111,,,,,,
34.8862,-0.38,b1111,,,,,,
34.8887,-0.38,b1111,,,,,,
34.8913,-0.38,b1111,,,,,,
34.8937,-0.38,b1111,,,,,,
34.8963,-0.38,b1111,,,,,,
34.8988,-0.3,b1111,,,,,,
34.9012,-0.3,b1111,,,,,,
34.9038,-0.38,b1111,,,,,,
34.9063,-0.38,b1111,,,,,,
34.9087,-0.21,b1111,,,,,,
34.9113,-0.3,b1111,,,,,,
34.9137,-0.13,b1111,,,,,,
34.9162,-0.0400001,b1111,,,,,,
34.9188,-0.21,b1111,,,,,,
34.9212,-0.21,b1111,,,,,,
34.9238,-0.13,b1111,,,,,,
34.9263,-0.21,b1111,,,,,,
34.9287,-0.21,b1111,,,,,,
34.9313,-0.21,b1111,,,,,,
34.9338,-0.21,b1111,,,,,,
